Plant Species,Gene ID,Developmental Stage,Stress Treatment,Soil Moisture (%),Temperature (°C),Promoter Methylation (%),Gene Body Methylation (%),TE Methylation (%),Global DNA Methylation (%),CG Methylation (%),CHG Methylation (%),CHH Methylation (%),Methylation Pattern Type,Histone Modification,siRNA Expression (FPKM),SNP Variants,Gene Expression (FPKM),Drought Resistance (1-10),Root Depth (cm),Leaf Area Index,Photosynthetic Rate (μmol CO₂/m²/s),Water Use Efficiency,Chlorophyll Content,Yield (g/plant)
Rice,OsHKT1,Mature,Heat,13.53063914,38.10669651,34.40595067,63.19723163,89.22433466,62.27583898,60.30456579,51.0693139,26.2509122,Dynamic,H3K4me3,25.85657614,5,64.95092553,3.325142116,54.83656526,4.377831618,12.83934006,1.647740799,27.51233799,31.84393316
Maize,ZmNAC111,Mature,None,57.66504099,37.03908505,39.22447365,78.09377287,89.88105833,69.06643495,78.88075265,45.35035085,17.57636719,,H3K4me3,38.52891416,27,69.4942092,1.772109272,40.78290255,5.728895351,28.00404903,1.200179485,39.52904404,36.0440265
Rice,OsNAC10,Mature,None,20.43329397,23.40142914,18.5588408,41.71196475,83.26289411,47.84456655,46.47352464,29.21624799,10.66986479,Dynamic,H3K4me3,6.235264114,14,82.39481278,5.139606048,15.37754936,3.745646121,24.19202279,2.615171322,44.30627263,36.31903314
Wheat,TaWRKY19,Flowering,None,32.83379832,20.12955156,42.90548612,56.8468502,69.97386625,56.57540086,57.6817682,41.76824248,19.02190801,Dynamic,H3K9me2,15.4242389,36,52.58086308,3.611903908,28.52816249,3.301229973,33.34631971,2.729182881,43.06796811,40.45830052
Rice,OsDREB2A,Vegetative,Drought,24.51127331,36.74529923,67.38918376,53.80880242,84.42555632,68.54118083,72.03783984,34.37438188,17.2795614,Dynamic,H3K4me3,45.86355835,7,27.84292076,2.08798189,32.90721876,2.697615199,36.44126683,1.91146976,43.11273826,43.80310806
Maize,ZmDREB2,Mature,None,75.13649572,29.72146829,22.02378004,71.08888736,57.67203856,50.26156866,42.11901014,35.55968819,18.02853987,Dynamic,H3K4me3,6.453068765,9,77.73948456,3.811468803,48.3679707,4.576522001,30.29026438,2.347477439,47.73445248,49.85493539
Wheat,TaNAC69,Mature,Heat,14.13304508,39.66393262,78.38533074,51.70398057,90.09517083,73.39482738,58.94363787,50.02770946,19.14499643,High,H3K27me3,42.19073554,47,21.29702116,5.029000093,41.27694311,2.609678703,38.57813041,0.988244523,35.26043038,44.10610553
Wheat,TaWRKY19,Vegetative,Heat,46.40369191,15.70458868,49.96216024,71.39151972,74.9940689,65.44924962,59.74315173,57.03618744,12.76990881,Dynamic,H3K27me3,39.52351949,6,44.65680616,3.270086579,79.34756371,2.522876186,29.8297299,3.425232143,41.09933334,36.07645895
Wheat,TaWRKY19,Mature,Heat,17.48440325,38.5765303,52.83391327,62.2786077,58.33376486,57.81542861,53.96050368,45.18016814,8.648480355,Dynamic,H3K4me3,16.95442028,32,56.01571468,5.248354024,56.63814961,2.745047324,13.32667515,2.456789319,44.12937139,53.25918173
Arabidopsis,AtWRKY53,Vegetative,Drought,12.63787209,26.75093187,39.63797777,61.47126835,88.41107048,63.17343887,73.56715067,41.64978489,26.83053079,Dynamic,None,45.35604442,5,65.56440123,1.95350954,75.03927571,2.216778191,23.67755564,1.183569594,36.20712154,34.81049261
Rice,OsDREB2A,Vegetative,Drought,21.68828294,27.20103149,39.23179081,64.24067205,65.36327919,56.27858068,49.42593571,33.60486322,20.82529646,Dynamic,H3K4me3,6.937841395,20,62.60581998,2.488900567,49.88004878,5.81622722,14.86416309,1.260324776,43.40576611,49.84603578
,ZmNAC111,Seedling,Salt,63.55258755,20.34560945,56.63466798,43.83206066,77.86777374,59.44483413,70.00241272,46.90684177,11.04567714,Dynamic,H3K4me3,29.6979868,15,48.59138459,2.91441902,86.43589302,2.275565603,30.29530542,1.490082258,28.40985574,26.70255205
Maize,ZmNAC111,Vegetative,Salt,63.30786458,35.711886,51.54146986,62.87825891,93.73426407,69.38466428,79.0077522,47.038641,25.38296006,Dynamic,None,45.06579652,21,49.66628352,2.143277625,65.05553065,5.426094248,11.59448835,3.236780151,43.56367707,26.44186056
Wheat,TaWRKY19,Flowering,Drought,51.67544921,36.6151253,54.07991765,42.04198848,90.6663237,62.26274328,62.68653456,44.70856578,6.567926853,Dynamic,None,19.14117656,23,48.56512895,3.918362088,46.52809232,3.994174939,30.26168562,3.341243605,32.0283383,33.31870473
Arabidopsis,AtNAC2,Mature,Salt,,30.53926265,59.56976221,41.65909148,70.72150255,57.31678541,55.84416377,41.19217812,22.64803332,Dynamic,,19.25924079,3,37.80569286,2.719500792,53.741105,2.587316326,35.79889823,2.995809447,32.60758551,44.3576679
Arabidopsis,AtNAC2,Vegetative,Heat,33.3682497,17.99521049,38.01338855,71.89131059,54.4095796,54.77142624,61.3029455,32.04411824,20.34001802,Dynamic,H3K27me3,5.695412466,19,66.91257191,3.072191101,63.53825404,2.342522476,30.62918196,2.981742686,27.71098865,54.01703481
Arabidopsis,AtMYB44,Mature,Salt,33.0050668,19.23387123,57.81321474,60.49085945,85.69734891,68.00047437,71.80744865,53.43819681,9.315523094,Dynamic,H3K4me3,3.883349739,20,32.5972379,1.486768644,47.15807483,3.713452398,26.876571,2.701374353,34.76879215,37.93367894
Maize,ZmGLK1,Vegetative,Heat,63.49871718,19.7714522,42.36836258,76.71559022,71.2205449,63.43483257,53.92576153,54.68289491,17.82257492,Dynamic,H3K4me3,4.645622357,1,59.4002543,4.318005452,56.93504226,3.449368117,37.57844986,1.199504045,30.16485748,39.49285304
Arabidopsis,AtWRKY53,Seedling,Drought,28.08363329,35.93461661,45.29974277,59.07567918,51.40571436,51.92704544,47.50435144,28.67536012,7.39121489,Dynamic,H3K9me2,37.24961648,20,46.34892707,4.735115591,70.14796322,3.20457745,16.02441384,1.178874138,40.17423266,54.51593106
Arabidopsis,AtNAC2,Flowering,None,66.13790452,36.27796977,23.73760713,78.33339436,63.57062447,55.21387532,63.83349538,36.92061479,17.92924082,Dynamic,H3K27me3,33.45635982,38,69.90838258,2.706682725,19.89111541,2.280400862,16.41426094,2.079141522,39.07283899,49.99141281
Arabidopsis,AtNAC2,Mature,Salt,59.01149546,28.19638549,44.09664839,,78.90276786,56.73642049,50.05506393,50.71353354,25.40228484,Dynamic,H3K4me3,44.61885598,27,55.20568507,2.836247924,49.39602278,1.108491569,37.50278359,1.534677915,34.49968507,42.23603612
Rice,OsDREB2A,Mature,Drought,45.03900364,34.53731648,48.56692382,66.08184572,63.69009364,59.44628772,64.67190913,45.62440458,22.13196709,Dynamic,H3K4me3,7.791007513,15,56.18080149,2.537970004,79.62139892,4.343010932,20.23638592,0.89285619,41.1044598,50.26667611
Wheat,TaWRKY19,Seedling,None,67.4896271,35.90617157,36.7061371,56.15324277,80.02790843,57.6290961,65.39137422,36.89743137,12.5979046,Dynamic,None,43.39007429,25,66.58114603,1.457178466,38.53260784,2.104270987,47.26596444,3.018686867,47.04381066,41.67956508
Wheat,TaDREB3,,Salt,14.50578835,15.71817834,38.75149704,77.16339282,77.25042977,64.38843987,62.48543999,45.39928608,27.80562205,Dynamic,None,3.729718376,41,54.59261898,3.906312447,69.28303586,1.961134132,22.94512625,3.138412109,41.14681398,42.82125412
Wheat,TaWRKY19,Flowering,Heat,38.96290762,39.48030001,77.27938276,55.70889959,85.74424157,72.9108413,76.88778789,43.54631142,34.44825098,High,None,19.01599846,9,25.67713092,1.927258865,76.76144063,2.482930616,35.30796638,2.083219653,44.72366151,43.74488061
Maize,ZmDREB2,Mature,Drought,66.42174989,35.83656667,60.84565957,74.88753705,68.15421608,67.9624709,55.92977011,51.99531839,27.57786054,Dynamic,H3K9me2,30.4827936,44,46.67345741,3.559488903,54.23632045,2.434968418,18.29179999,2.882552518,28.81420257,47.46027123
Rice,OsNAC10,Mature,Salt,29.66813309,20.88093819,64.03961635,75.8316401,83.97238863,74.61454836,84.60667612,60.62831295,36.6849192,High,H3K4me3,47.70121415,44,32.19520438,2.209296016,87.49669437,3.50669048,17.36940019,1.103530354,38.85326374,34.79878532
Arabidopsis,AtNAC2,Mature,Salt,13.2246267,21.15043795,50.94896778,54.78425561,62.28589646,56.00637329,45.71786447,34.73697569,23.03723456,Dynamic,None,8.852469407,45,54.31991121,3.679275397,37.65617399,2.663312729,17.67336569,2.337011558,44.81018125,46.29883249
Wheat,TaWRKY19,Mature,None,12.89930984,26.93803944,47.15699032,40.46256355,66.42224902,51.34726763,56.70574057,28.846782,6.727703907,Dynamic,H3K4me3,49.88739236,39,61.33362034,4.501653076,27.79194057,3.564050716,38.23121167,0.974008855,44.32241594,44.81445466
Maize,ZmNAC111,Flowering,Salt,41.25098802,37.44400559,34.58002495,47.01250521,88.24794634,56.61349217,63.84417472,35.22341552,19.17608398,Dynamic,H3K27me3,11.12911927,26,64.13515669,2.039184815,28.03719607,5.764524434,11.88219735,2.473042407,43.09488329,39.23458116
Maize,ZmNAC111,Seedling,None,46.47191918,28.86695235,47.99611664,42.15352168,84.22018343,58.12327392,51.90423292,37.74938479,7.888284351,Dynamic,,25.60832163,8,58.83208249,4.565495346,41.54882426,2.415596812,40.4926724,2.828883139,46.71789996,36.47577457
Arabidopsis,AtNAC2,Seedling,Drought,41.119444,39.26941015,78.40897485,76.20820527,66.20401121,73.60706378,69.71979982,61.90863908,28.82849895,High,H3K27me3,23.56230651,33,19.06230896,1.981762819,76.35263999,2.738261717,22.29969838,3.076079691,34.09577575,51.74882966
Arabidopsis,AtMYB44,Vegetative,None,42.27806142,28.91228269,29.70877339,73.8964149,64.00057887,55.86858905,64.4517146,36.95063492,21.10775034,Dynamic,H3K27me3,23.67490091,8,70.47706294,4.490253153,41.07505964,1.468656582,31.03725977,2.084806259,44.19333899,43.89764018
Maize,ZmDREB2,Mature,Heat,20.21044396,30.68140196,30.65429419,49.82677314,76.61338239,52.36481657,51.45182636,36.5202597,19.0725659,Dynamic,H3K4me3,37.50221499,33,69.9826689,4.076684428,63.83539009,4.15316563,8.466778376,2.461532555,38.16165673,36.98226841
Rice,OsNAC10,Vegetative,None,49.15494577,29.88646285,46.80474917,69.68577702,63.58659595,60.02570738,50.85697188,50.49804467,26.31689532,Dynamic,None,15.25311343,37,58.2490005,5.876385745,33.64827638,3.042468112,22.98071736,1.989248555,46.08907847,50.80953593
Maize,ZmGLK1,Flowering,None,78.38642616,25.82293713,42.02253079,74.84869029,51.99185085,56.28769064,51.0211388,48.03555356,14.3813358,Dynamic,H3K4me3,20.94360099,27,52.98173832,3.931666713,42.34668145,2.975851278,10.13453249,0.893674714,47.65150109,49.29902313
Rice,OsHKT1,Vegetative,None,27.68129842,22.74104471,10.57103832,76.1132246,80.85006227,55.84477506,50.54725546,47.74761655,7.518526714,Dynamic,H3K27me3,18.53901164,26,94.25426703,2.94824374,37.88340924,5.031365851,26.2178473,0.74468616,44.80802896,50.39008
Maize,ZmDREB2,Vegetative,Heat,68.20664656,19.94983768,58.49891794,69.61453592,58.96067782,62.35804389,61.67164326,42.76170654,27.1717757,Dynamic,H3K27me3,4.431322366,20,41.88588778,3.124640631,33.18204646,4.893416518,31.6675994,0.913534598,34.40124703,54.18259336
Arabidopsis,AtWRKY53,Seedling,Heat,63.97607545,31.31644722,49.87603865,79.67804387,51.86895613,60.47434622,60.34749191,42.57527056,11.84792041,Dynamic,None,45.66211876,22,42.80975677,4.272026582,69.84653835,3.827775657,14.49098425,3.473279435,43.92569628,43.93671853
Maize,ZmNAC111,Vegetative,Drought,76.19446517,36.47268006,50.14387934,65.47036774,70.91466436,62.17630381,58.85479375,37.32343904,17.19816288,Dynamic,H3K9me2,17.44171441,6,41.47226978,4.543785147,82.51660119,3.16246661,28.81272017,2.535403687,30.44398201,46.45159555
Arabidopsis,AtNAC2,Mature,Drought,43.09851687,21.60179535,75.79821212,50.72174408,73.48743582,66.66913067,59.87081335,59.23573308,7.780597111,Dynamic,H3K27me3,7.654541628,39,26.83977409,3.36469142,62.99478967,2.902352468,37.29191836,1.966829897,,46.07526826
Maize,ZmGLK1,Seedling,Salt,37.58122866,25.23042074,63.22496892,51.14058029,87.72030222,67.36195047,59.48017525,54.94441228,29.63276922,Dynamic,H3K4me3,1.538775909,8,35.57209313,4.578676243,65.38313413,5.497511621,24.31898615,1.086648,43.41671526,33.5284789
Rice,OsNAC10,Seedling,Salt,10.70127801,28.81343303,75.68378865,44.97761134,76.57293593,65.74477864,71.83982665,36.41445135,20.07249654,Dynamic,H3K27me3,0.887841069,6,24.91928417,1.962766717,77.75287103,3.527157908,30.3941465,2.840650404,30.21530221,33.44899131
Wheat,TaWRKY19,Flowering,Heat,64.09360801,36.79514853,68.03001016,40.95966294,67.34829375,58.77932228,47.16281718,30.23728281,17.12967537,Dynamic,H3K27me3,15.94257775,23,29.93690912,6.126081892,18.50518399,2.764900345,10.0800758,1.684605247,33.34243732,36.25073655
Maize,ZmGLK1,Flowering,Drought,15.48858396,38.03255432,33.716644,78.12423551,72.11418506,61.31835486,61.64145734,49.98980692,23.18765148,Dynamic,None,23.35543281,16,64.07593151,4.167869741,54.29317455,3.142293034,13.72166791,0.434892219,38.21840896,46.99519092
Wheat,TaDREB3,Seedling,Drought,77.09703021,15.51010221,48.17173325,41.5525002,58.62062026,49.44828457,58.01542312,27.68239137,16.82794962,Dynamic,H3K4me3,47.12381597,22,52.50659756,5.444891637,74.20510846,1.859633231,10.51594023,0.993166658,34.90362384,43.52037201
Maize,ZmDREB2,Seedling,Salt,15.45454737,31.35330729,75.44662783,51.50785337,62.11877805,63.02441975,65.99190751,51.08206945,28.2086997,Dynamic,H3K9me2,34.69807154,38,28.73976897,2.528342172,30.83133082,2.584008096,37.9297136,2.073677639,27.08261185,51.12012056
,TaWRKY19,Vegetative,Salt,10.21569788,20.35351652,34.81352715,43.88390806,92.55998359,57.08580627,67.04346463,45.65284548,20.39248953,Dynamic,H3K4me3,16.81095388,2,55.80988077,2.939307684,75.33515891,2.416697628,24.11439243,1.072186103,38.67097466,30.01294858
Rice,OsHKT1,Seedling,Drought,65.49033783,26.87399342,46.97345111,56.80195417,54.10523846,52.62688125,60.33392283,46.48151518,15.31261586,Dynamic,None,29.27065056,30,56.38123358,2.831119581,19.85920046,5.558817807,33.49549927,2.961369082,34.91711516,44.82421542
Rice,OsHKT1,Mature,Heat,79.91302836,37.48205768,68.80959858,69.90031889,79.26119794,72.65703847,82.9341585,50.65884851,12.54727505,High,H3K4me3,39.10357282,13,29.62878155,1.817692712,42.07696772,5.131933192,16.7591265,3.319190861,39.30229786,40.72437322
Rice,OsHKT1,Mature,None,73.0783673,16.31727064,14.91630432,73.04243513,92.5723244,60.17702128,55.54752717,30.29556337,13.78547694,Dynamic,H3K27me3,2.738652007,38,91.9003106,3.833471023,62.55274402,2.295386013,21.4623178,1.688087673,47.14425252,
Arabidopsis,AtWRKY53,Vegetative,None,33.67116626,29.63759234,32.70676943,56.21811913,62.52550555,50.4834647,50.64841963,30.63543821,7.12102242,Dynamic,H3K4me3,41.15933903,17,73.71843005,5.574222231,20.33034516,1.487816811,14.00666718,2.840737209,45.45741726,53.4621175
Rice,OsDREB2A,Mature,Heat,69.24692759,20.42469911,32.87090133,72.46639502,63.88446866,56.407255,52.74650916,29.85062005,21.7666873,Dynamic,None,18.34572618,4,60.25483486,4.403444163,26.99657055,2.643829137,22.66372541,3.010995146,43.36470038,60.49649411
Arabidopsis,AtWRKY53,Mature,Drought,25.3687159,34.88568868,67.56590048,75.28421547,75.941776,72.93063065,84.50368854,37.23774884,14.69452587,High,None,38.6808828,19,32.24703497,1.217710605,35.53952324,3.388417224,34.31256711,1.787208228,35.3986838,48.64768166
Arabidopsis,AtNAC2,Seedling,None,23.01240218,28.74282009,25.29538649,41.0815646,58.84262879,41.73985996,36.82420934,22.24461525,11.74258462,Dynamic,None,30.49803176,45,64.04917023,6.424608795,22.00923517,2.686843922,38.3969996,3.105500284,36.03147416,56.80434333
Rice,OsDREB2A,Mature,Salt,59.90530496,38.99692466,75.90891889,79.21079243,54.27875433,69.79948855,68.22044819,46.98034076,17.69588931,Dynamic,H3K4me3,30.57877109,11,13.06668642,3.580323349,63.53518787,4.423961675,22.29929922,1.573844301,41.15632042,50.91352158
Rice,OsDREB2A,Vegetative,Heat,19.12205114,16.34584248,64.46475089,50.99254931,93.42741202,69.62823741,72.56651664,52.78271674,12.44459624,Dynamic,H3K4me3,14.62971949,47,35.90671291,1.658226561,73.08065944,4.727795001,11.11060805,2.2914622,44.70480259,26.17435047
Wheat,TaDREB3,Flowering,Heat,28.39318444,39.5359518,41.8280351,78.13917298,79.23891673,66.4020416,54.4525809,42.11820939,19.28724516,Dynamic,H3K27me3,4.844081416,40,58.36485844,4.06300387,37.67747798,3.760789777,10.52909905,2.087291826,36.07630686,45.15826938
Maize,ZmGLK1,Flowering,Salt,68.49370184,35.09509927,37.03611804,66.71581011,83.55399326,62.43530714,51.22878237,33.42895001,20.30440381,Dynamic,H3K9me2,4.916745972,18,70.29560483,3.951610963,63.90588717,2.815671986,18.00319505,2.669626378,40.88256121,35.86292444
Arabidopsis,AtWRKY53,Mature,Salt,32.24788378,18.09630213,76.8830317,55.99062763,54.20902833,62.36089589,62.33048765,35.93296007,15.0982884,Dynamic,H3K9me2,28.78440934,32,23.40727808,3.634502949,52.32816517,2.812266063,35.92814457,0.809844206,37.79339476,64.16642057
Rice,OsHKT1,Vegetative,Salt,50.77252388,32.73034658,42.29998341,44.27474639,59.52400053,48.69957678,51.35687623,33.48179222,21.7259473,Dynamic,H3K9me2,4.826393107,2,53.32400017,3.469383245,54.87390705,3.248353363,13.33347444,2.880444294,27.7073146,37.75270408
Maize,ZmNAC111,Seedling,Heat,69.74455003,24.9989206,79.72309239,74.04954517,93.83436359,82.53566705,94.63530038,66.89362761,39.41388018,High,H3K4me3,27.46602254,38,29.03594881,1.936765295,32.96561912,4.931175419,33.13130506,2.607051891,42.29663518,31.10146471
Arabidopsis,AtMYB44,Seedling,Salt,55.09357479,29.05792999,39.86662568,49.73859177,65.48369909,51.69630551,56.17144196,38.45619106,6.608261482,Dynamic,H3K27me3,18.45195302,38,56.13861827,5.257880306,84.59660906,1.241005512,31.73548891,2.055190632,28.54690544,43.30413985
Rice,OsDREB2A,Flowering,Salt,59.30790643,31.38440691,43.27688384,43.09968143,91.18948822,59.1886845,54.46187148,32.23139303,22.05410818,Dynamic,H3K9me2,45.77133025,10,58.5262829,4.425056009,19.10333209,5.971935796,22.32387606,3.497196441,33.94214778,26.92056947
Wheat,TaDREB3,Flowering,None,15.46773057,38.8865597,13.40604963,70.84739734,74.23769272,52.8303799,43.56192675,26.4511955,25.05329965,Dynamic,H3K9me2,4.445230043,37,90.87386373,6.75569541,60.83471982,2.824903206,39.05368779,1.502246433,49.73847521,35.20546655
Maize,ZmDREB2,Vegetative,Heat,32.84338477,34.04881894,52.63866939,40.84486035,79.29966512,57.59439829,51.67627293,31.4542618,10.94922919,Dynamic,H3K27me3,10.52348675,41,45.5570241,4.189408086,77.63125899,4.239672066,17.37587776,2.514065271,41.47625695,40.17989244
Wheat,TaNAC69,Mature,Drought,40.59777142,20.45628139,44.14369946,64.75674569,82.64168538,63.84737684,56.38014942,56.31834043,6.593613279,Dynamic,H3K27me3,41.02016892,30,50.51321771,5.384906211,53.92162221,3.328833072,34.3625862,0.581050483,39.65416045,51.93381196
Wheat,TaWRKY19,Seedling,Salt,31.98395927,28.71867424,47.06263297,67.86039895,94.48187991,69.80163728,75.07911482,36.548991,20.3048763,Dynamic,H3K9me2,7.348038462,10,48.8601482,2.731749047,83.84266303,1.164315038,17.31697739,1.045262039,40.81719963,40.42936609
Rice,OsHKT1,Mature,Drought,79.72902869,24.10730894,37.84130487,59.88266103,63.95838698,53.89411762,55.31620713,37.00823479,20.25319214,Dynamic,H3K4me3,44.41276732,3,57.83388539,4.185406827,30.70444751,3.780894373,26.49575061,0.885040373,39.86843088,50.80216081
Arabidopsis,AtNAC2,Flowering,Heat,53.35711492,21.84458153,67.93029256,66.49997045,87.76155315,74.06393872,82.02095369,55.95003918,12.17291643,High,H3K9me2,4.925832161,44,36.52205788,1.581326909,85.91957289,2.205612406,12.67002537,3.137245205,41.31105732,39.53738231
Wheat,TaNAC69,Seedling,None,42.92490154,37.82929054,36.6416541,45.32123295,73.37917292,51.78068666,54.61032697,44.50137218,10.97531218,Dynamic,H3K27me3,36.38896608,28,66.33702719,5.123617903,53.6865398,3.440042456,34.89212562,2.407870939,30.56308852,50.17481451
Arabidopsis,AtWRKY53,Seedling,Heat,48.59158108,19.62045448,43.81503294,54.96843978,58.87468418,52.55271897,63.03727156,43.19230792,22.30204155,Dynamic,None,25.72331227,5,58.11543185,4.21770337,67.03634269,1.9926359,27.53685312,2.062655147,37.44519883,50.95183849
Wheat,TaNAC69,Flowering,None,75.24433617,17.15955398,49.74319648,65.30692433,71.14781609,62.06597897,57.36838206,41.09120059,25.63134512,Dynamic,H3K9me2,13.89511067,13,48.18515253,3.65909857,43.44648948,2.94635471,49.82863659,3.160931699,47.60755385,43.43998021
Maize,ZmDREB2,Vegetative,Drought,19.4558807,25.90078113,74.87675261,69.75364402,94.31770532,79.64936732,69.92631863,55.7718906,33.23118474,High,H3K27me3,14.83343351,47,20.06435551,1,76.11207698,3.721232173,37.21495687,1.195464409,43.13616758,29.95544826
Maize,ZmDREB2,Vegetative,Heat,39.27575627,36.55372726,69.77845456,52.39453932,73.01839477,65.06379622,63.26881316,33.99115734,25.97729228,Dynamic,H3K9me2,23.01794629,34,38.42500275,2.301313812,55.57823081,2.949679177,24.30946408,2.175223453,30.0445398,41.21825468
Maize,ZmNAC111,Seedling,None,43.86621901,26.90371346,28.81594432,64.92421139,66.53827919,53.42614497,59.86634825,32.82609441,11.744054,Dynamic,H3K27me3,49.00311165,4,73.44662407,2.478428204,23.81780554,2.82234216,,0.383706859,32.6692277,49.56759469
Rice,OsNAC10,Vegetative,Drought,69.86650297,26.9992538,46.67616227,65.28951455,74.00990349,61.9918601,50.23397111,54.73378295,20.33946397,Dynamic,H3K4me3,43.3555029,44,55.18946628,5.57214657,69.75741815,3.719166508,34.89530394,1.205389848,39.07230262,46.56070069
Maize,ZmDREB2,Flowering,Drought,27.22515559,24.60724366,74.8456687,63.6133021,54.273977,64.24431594,59.8679297,48.24144654,18.79782612,Dynamic,H3K27me3,9.622372655,4,23.73959138,5.20513513,48.43792328,5.947806745,37.26956402,0.538708329,31.79576048,56.51799737
Arabidopsis,AtMYB44,Vegetative,Drought,13.60856853,18.1825059,34.81229394,41.85267757,71.66736591,49.44411247,46.15712885,43.22299945,6.976772636,Dynamic,None,34.70049922,34,58.28241875,6.036945878,66.88710618,3.853338153,21.6973578,2.735526796,40.08892598,43.06255207
Arabidopsis,AtMYB44,Vegetative,Drought,43.19548015,36.83761461,71.68189383,74.53784121,55.84985085,67.35652863,60.46302236,34.47569215,33.21487098,Dynamic,H3K27me3,35.06398742,43,20.33966357,3.301097715,35.94375359,1.119380869,16.36025631,0.659316349,34.09709555,45.59698477
Arabidopsis,AtNAC2,Flowering,Salt,66.79128075,37.70710417,78.0775003,43.95960891,89.58398039,70.5403632,62.7832619,46.47952222,16.80207104,High,,49.68182249,36,26.58591774,5.389702248,45.38547588,1.00666553,21.26410454,,28.23974433,36.31506279
Rice,OsDREB2A,Vegetative,Drought,50.62165798,24.48108243,57.18702043,58.82140774,52.16670163,56.0583766,51.91948151,30.84378032,16.57014065,Dynamic,H3K9me2,44.49821799,32,41.28289827,5.465943541,71.4954008,3.694698304,23.1443416,1.185038757,32.19847265,51.87387366
Maize,ZmDREB2,Seedling,Heat,17.60535951,39.72176957,75.36049253,62.08391948,81.18018968,72.87486723,80.10250735,42.37852007,34.53296082,High,H3K4me3,13.09594255,11,20.15138259,2.048650058,42.64897334,4.796817711,36.22559937,2.781460192,38.56784436,47.2357344
Arabidopsis,AtMYB44,Vegetative,Drought,17.61187258,16.9950243,36.47317984,43.82182559,75.93639958,52.077135,51.09007019,26.14255758,12.52073169,Dynamic,None,26.33389376,42,55.60314849,2.539431107,62.55277212,2.071280511,30.89646809,3.200100419,35.98015116,35.69040981
Rice,OsHKT1,Seedling,Salt,59.19288161,19.29822572,67.58577518,69.00691058,94.88895278,77.16054618,89.87499248,59.71177606,29.70260389,High,None,33.39178445,18,35.01441618,,46.72767644,3.382429203,17.92800005,3.044595304,,34.60928258
Maize,ZmGLK1,Vegetative,Salt,26.66198147,28.39681166,63.18147747,77.67666846,86.15449822,75.67088138,73.27407736,63.39425987,20.93643746,High,H3K27me3,5.574953211,30,28.87179235,2.305046019,74.02563473,5.823219107,39.47468015,2.363149226,35.61015523,32.64503075
Wheat,TaWRKY19,Mature,Drought,32.6745444,31.8669182,58.54051996,77.62995447,59.43006192,65.20017878,67.57499011,43.39194231,13.34192692,Dynamic,None,1.422112368,43,34.62470495,2.293069354,78.29473536,3.343917437,17.6804873,3.28367465,42.63034992,63.21485174
Arabidopsis,AtWRKY53,Seedling,Drought,41.76325585,18.14876295,50.41298355,48.47612495,90.16553286,63.01821379,72.83036152,41.26589383,9.765138589,Dynamic,H3K9me2,2.462064529,30,55.74492706,1.820063244,39.46315639,3.313544607,17.34228604,2.064236115,29.13972069,33.21203587
Maize,ZmDREB2,Flowering,None,71.04027393,24.81381501,32.31100478,79.06576511,78.9217669,63.4328456,63.44482158,34.20615513,27.173725,Dynamic,H3K9me2,9.889110786,46,63.67356319,3.947607819,19.20676251,4.873240386,19.11175378,1.892588309,34.83286818,41.73333777
Rice,OsHKT1,Flowering,Drought,66.51351622,21.0380191,54.90547428,56.92433676,93.44638037,68.42539714,76.60417886,37.15303816,11.4558457,Dynamic,H3K27me3,40.07701426,40,37.02685565,1.507479902,85.02531856,5.971787399,32.90786772,0.434420754,35.68908199,35.74795952
Wheat,TaNAC69,Vegetative,Heat,22.02868994,16.69239155,54.99857431,73.67930911,52.65574899,60.44454414,61.46789511,45.95281757,20.36888432,Dynamic,H3K9me2,30.6445011,21,,3.331763961,72.99617179,1.529767932,16.93468281,2.75532067,35.48654725,55.37950183
Maize,ZmGLK1,Vegetative,Drought,38.81886432,23.77230999,31.74112866,67.50642365,62.27296472,53.84017234,62.11031877,46.24606228,20.94553283,Dynamic,H3K9me2,35.66411715,15,68.90352656,2.47082453,44.84848899,5.310489227,30.62630264,0.734225452,38.42443031,42.23170703
Arabidopsis,,Mature,Drought,53.79498353,19.51470261,69.68733903,75.99162237,78.52082644,74.73326261,68.01079262,42.72831607,14.39252098,High,H3K9me2,43.02176918,34,32.58841191,2.980512228,17.77881716,3.969100456,22.58702041,3.473233926,39.9625192,33.56085313
Wheat,TaWRKY19,Seedling,Salt,63.04961908,34.37002332,69.82148749,70.4214542,78.85715234,73.03336467,78.16388011,61.59875238,27.47633853,High,H3K27me3,28.39668231,24,37.82584766,2.461322901,29.43824154,,14.85333511,0.836375698,28.83772323,36.76706319
Wheat,TaNAC69,Flowering,Salt,69.47144771,37.20128186,46.65421834,75.95804404,76.35774966,66.32333734,59.0640731,53.17257106,31.09487814,Dynamic,H3K4me3,5.788108455,4,47.83377379,4.681339217,39.01425616,2.001205912,23.95346986,1.941283031,35.48578701,41.25565701
Rice,OsDREB2A,Flowering,Drought,70.31780527,24.18904563,50.48587956,62.85930055,59.1225226,57.48923424,55.04014883,44.52351412,15.21875105,Dynamic,H3K9me2,3.549881744,29,48.64870288,4.719664603,26.04407789,3.949777364,32.47291986,2.376537271,42.93474433,54.3828567
Maize,ZmNAC111,Flowering,Drought,47.00134733,16.78349145,44.62421513,77.07580132,89.42958988,70.37653544,79.7057136,49.46523698,7.822625105,High,H3K9me2,49.35602097,27,53.38712649,3.113019719,60.31047225,5.414107787,15.82956825,1.805727602,37.42275213,38.74366057
